,Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season,Club_Name
1554,Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1555,Ian Joyce,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1556,Josh Lambo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1557,Donovan Ricketts,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1558,Greg Sutton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1559,Terry Boss,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1560,Steward Ceus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1561,Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1562,Tyler Deric,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1563,Tim Melia,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1564,Alex Horwath,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1565,Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1566,Alex Riggs,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1567,Evan Newton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1568,Zac MacMath,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1569,Thorne Holder,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1570,Richard Sanchez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1571,Josh Ford,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1572,Chase Harrison,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1573,Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2011,post,
1574,Tally Hall,,GK,6,6,540,26,17,7,1.17,2/2,3,2,1,1,50.0,65.4,2012,post,
1575,Josh Saunders,,GK,6,6,540,24,18,6,1.0,0/0,4,2,0,1,66.7,75.0,2012,post,
1576,Michael Gspurning,,GK,4,4,360,22,17,4,1.0,1/1,2,1,1,2,50.0,77.3,2012,post,
1577,Bill Hamid,,GK,3,3,249,11,10,2,0.67,0/0,0,0,2,0,0.0,90.9,2012,post,
1578,Joe Willis,,GK,2,1,108,8,5,3,3.0,0/1,1,1,0,0,50.0,62.5,2012,post,
1579,Jimmy Nielsen,,GK,2,2,180,3,1,2,1.0,0/0,1,1,0,1,50.0,33.3,2012,post,
1580,Nick Rimando,,GK,2,2,180,10,9,1,0.5,0/0,0,1,1,1,0.0,90.0,2012,post,
1581,Jon Busch,,GK,2,2,180,7,4,3,1.5,0/0,1,1,0,1,50.0,57.1,2012,post,
1582,Luis Robles,,GK,2,2,180,8,7,2,1.0,0/1,0,1,1,0,0.0,87.5,2012,post,
1583,Brad Knighton,,GK,1,1,90,7,5,2,2.0,1/1,0,1,0,0,0.0,71.4,2012,post,
1584,Sean Johnson,,GK,1,1,90,6,4,2,2.0,0/0,0,1,0,0,0.0,66.7,2012,post,
1585,Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1586,Marcus Hahnemann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1587,Tyler Deric,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1588,Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1589,David Bingham,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1590,Evan Newton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1591,Brian Sylvestre,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1592,Josh Ford,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1593,Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1594,Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1595,Brian Rowe ,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1596,Jeremy Vuolo,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1597,Erich Marscheider,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1598,Lalo Fernandez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1599,Scott Angevine,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1600,Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1601,Andrew Weber,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1602,Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1603,Paolo Tornaghi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1604,Bill Gaudette,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1605,Jay Nolly,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1606,Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1607,Joe Cannon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2012,post,
1608,Tally Hall,,GK,5,5,480,21,14,5,1.0,0/0,2,1,2,2,40.0,66.7,2013,post,
1609,Jimmy Nielsen,,GK,5,5,510,12,7,5,1.0,0/0,2,1,2,1,40.0,58.3,2013,post,
1610,Nick Rimando,,GK,5,5,510,14,10,4,0.8,0/0,3,1,1,2,60.0,71.4,2013,post,
1611,Donovan Ricketts,,GK,4,4,360,20,12,8,2.0,0/0,2,2,0,0,50.0,60.0,2013,post,
1612,Marcus Hahnemann,,GK,2,1,93,5,3,2,2.0,0/0,0,1,0,0,0.0,60.0,2013,post,
1613,Michael Gspurning,,GK,2,2,175,8,5,3,1.5,1/1,1,1,0,0,50.0,62.5,2013,post,
1614,Jaime Penedo,,GK,2,2,210,8,6,2,1.0,0/0,1,1,0,1,50.0,75.0,2013,post,
1615,Luis Robles,,GK,2,2,210,8,4,4,2.0,0/0,0,1,1,0,0.0,50.0,2013,post,
1616,Matt Reis,,GK,2,2,210,14,9,4,2.0,0/0,1,1,0,0,50.0,64.3,2013,post,
1617,Troy Perkins,,GK,1,1,90,8,5,3,3.0,1/1,0,1,0,0,0.0,62.5,2013,post,
1618,Clint Irwin,,GK,1,1,90,4,2,2,2.0,0/0,0,1,0,0,0.0,50.0,2013,post,
1619,Santiago Castaño,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1620,Luis Soffner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1621,Maxime Crepeau,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1622,Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1623,Matt Pickens,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1624,Carlo Cudicini,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1625,Kevin Hartman,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1626,Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1627,Steward Ceus,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1628,Milos Kocic,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1629,Bobby Shuttleworth,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1630,Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1631,Tyler Deric,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1632,Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1633,Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1634,Jake Gleeson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1635,Josh Ford,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1636,Evan Bush,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1637,Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1638,Brian Rowe ,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1639,Erich Marscheider,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1640,Lalo Fernandez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2013,post,
1641,Luis Robles,,GK,5,5,450,18,11,7,1.4,0/0,2,2,1,1,40.0,61.1,2014,post,
1642,Bobby Shuttleworth,,GK,5,5,480,30,22,8,1.6,1/1,3,1,1,0,60.0,73.3,2014,post,
1643,Jaime Penedo,,GK,5,5,480,20,16,3,0.6,0/0,3,1,1,3,60.0,80.0,2014,post,
1644,Stefan Frei,,GK,4,4,360,14,11,3,0.75,1/1,1,1,2,1,25.0,78.6,2014,post,
1645,Chris Seitz,,GK,2,2,180,9,7,1,0.5,0/0,1,0,1,1,50.0,77.8,2014,post,
1646,Nick Rimando,,GK,2,2,180,9,4,5,2.5,0/0,0,1,1,1,0.0,44.4,2014,post,
1647,Bill Hamid,,GK,2,2,180,11,8,3,1.5,0/0,1,1,0,0,50.0,72.7,2014,post,
1648,Steve Clark,,GK,2,2,180,19,12,7,3.5,0/0,0,2,0,0,0.0,63.2,2014,post,
1649,Raul Fernandez,,GK,1,1,90,8,7,1,1.0,0/0,0,0,1,0,0.0,87.5,2014,post,
1650,Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1651,Marcus Hahnemann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1652,Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1653,Lalo Fernandez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1654,Santiago Castaño,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1655,Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1656,Luis Soffner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1657,Jesse Gonzalez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1658,Larry Jackson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1659,Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1660,Joe Willis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1661,Josh Ford,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1662,Matt Lampson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1663,Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1664,Brian Rowe ,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1665,Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2014,post,
1666,Adam Kwarasey,,GK,5,5,480,14,8,6,1.2,0/0,3,0,2,1,60.0,57.1,2015,post,
1667,Steve Clark,,GK,5,5,480,34,26,6,1.2,0/0,2,3,0,1,40.0,76.5,2015,post,
1668,Luis Robles,,GK,4,4,360,14,12,2,0.5,0/0,3,1,0,3,75.0,85.7,2015,post,
1669,Jesse Gonzalez,,GK,4,4,390,22,14,8,2.0,0/0,1,2,1,0,25.0,63.6,2015,post,
1670,Bill Hamid,,GK,3,3,270,18,15,3,1.0,0/0,1,2,0,0,33.3,83.3,2015,post,
1671,Stefan Frei,,GK,3,3,300,19,14,5,1.67,0/0,2,1,0,0,66.7,73.7,2015,post,
1672,Evan Bush,,GK,3,3,300,14,10,4,1.33,0/1,2,1,0,1,66.7,71.4,2015,post,
1673,David Ousted,,GK,2,2,180,11,9,2,1.0,0/0,0,1,1,1,0.0,81.8,2015,post,
1674,Jon Kempin,,GK,1,0,36,1,0,1,1.0,0/0,0,0,1,0,0.0,0.0,2015,post,
1675,Tim Melia,,GK,1,1,84,4,2,1,1.0,0/0,0,0,0,0,0.0,50.0,2015,post,
1676,Bobby Shuttleworth,,GK,1,1,90,7,5,2,2.0,0/1,0,1,0,0,0.0,71.4,2015,post,
1677,Chris Konopka,,GK,1,1,90,8,4,3,3.0,0/0,0,1,0,0,0.0,50.0,2015,post,
1678,Jake Gleeson,,GK,1,1,90,3,3,0,0.0,0/0,0,0,1,1,0.0,100.0,2015,post,
1679,Donovan Ricketts,,GK,1,1,90,5,2,3,3.0,0/0,0,1,0,0,0.0,40.0,2015,post,
1680,Alex Bono,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1681,Marco Carducci,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1682,Trevor Spangenberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1683,Andrew Wolverton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1684,Travis Worra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1685,Charlie Lyon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1686,Joe Bendik,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1687,Matt Lampson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1688,Brian Rowe ,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1689,Quillan Roberts,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1690,Santiago Castaño,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1691,Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1692,Maxime Crepeau,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1693,Brad Knighton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1694,Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1695,Chris Seitz,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1696,Dan Kennedy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1697,Andrew Weber,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1698,Troy Perkins,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1699,Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1700,Brian Perk,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1701,Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1702,Paolo Tornaghi,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2015,post,
1703,Stefan Frei,,GK,6,6,570,30,26,3,0.5,0/0,4,1,1,4,66.7,86.7,2016,post,
1704,Clint Irwin,,GK,6,6,600,20,13,6,1.0,0/0,4,1,1,3,66.7,65.0,2016,post,
1705,Evan Bush,,GK,5,5,480,25,12,10,2.0,0/1,4,1,0,1,80.0,48.0,2016,post,
1706,Brian Rowe ,,GK,3,3,300,10,7,2,0.67,1/1,2,1,0,1,66.7,70.0,2016,post,
1707,Zac MacMath,,GK,2,2,180,9,6,3,1.5,1/1,0,2,0,0,0.0,66.7,2016,post,
1708,Eirik Johansen,,GK,2,2,180,16,9,7,3.5,1/1,0,2,0,0,0.0,56.3,2016,post,
1709,Chris Seitz,,GK,2,2,180,9,4,4,2.0,0/0,1,1,0,0,50.0,44.4,2016,post,
1710,Luis Robles,,GK,2,2,180,6,2,3,1.5,0/0,0,2,0,0,0.0,33.3,2016,post,
1711,Tim Howard,,GK,2,2,210,5,4,1,0.5,0/0,1,1,0,1,50.0,80.0,2016,post,
1712,Nick Rimando,,GK,1,1,90,3,0,3,3.0,0/0,0,1,0,0,0.0,0.0,2016,post,
1713,Bill Hamid,,GK,1,1,90,7,3,4,4.0,0/0,0,1,0,0,0.0,42.9,2016,post,
1714,Tim Melia,,GK,1,1,90,1,0,1,1.0,0/0,0,1,0,0,0.0,0.0,2016,post,
1715,Andre Blake,,GK,1,1,90,6,3,3,3.0,0/0,0,1,0,0,0.0,50.0,2016,post,
1716,Charlie Horton,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1717,Ryan Herman,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1718,John Berner,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1719,Tyler Miller,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1720,Travis Worra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1721,Charlie Lyon,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1722,Andre Rawls,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1723,Quillan Roberts,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1724,Lalo Fernandez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1725,Matt Jones,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1726,Maxime Crepeau,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1727,Alec Kann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1728,Jesse Gonzalez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1729,Alex Bono,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1730,John McCarthy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1731,Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1732,Jeff Attinella,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1733,Clement Diop,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1734,Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1735,Eric Kronberg,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1736,Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1737,Dan Kennedy,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1738,Josh Saunders,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1739,Andrew Dykstra,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2016,post,
1740,Alex Bono,,GK,5,5,450,12,10,2,0.4,1/1,3,1,1,3,60.0,83.3,2017,post,
1741,Zack Steffen,,GK,5,5,480,23,19,4,0.8,1/2,1,2,2,2,20.0,82.6,2017,post,
1742,Stefan Frei,,GK,4,4,360,15,13,2,0.5,0/0,2,1,1,3,50.0,86.7,2017,post,
1743,Luis Robles,,GK,3,3,270,6,4,2,0.67,0/0,2,1,0,2,66.7,66.7,2017,post,
1744,Stefan Marinovic,,GK,3,3,270,11,9,2,0.67,0/0,1,1,1,2,33.3,81.8,2017,post,
1745,Joe Willis,,GK,3,3,270,14,8,6,2.0,0/1,1,2,0,0,33.3,57.1,2017,post,
1746,Jeff Attinella,,GK,2,2,180,6,4,2,1.0,0/0,0,1,1,1,0.0,66.7,2017,post,
1747,Sean Johnson,,GK,2,2,180,8,4,4,2.0,0/0,1,1,0,1,50.0,50.0,2017,post,
1748,Tyler Deric,,GK,2,2,210,8,8,0,0.0,0/0,1,0,1,2,50.0,100.0,2017,post,
1749,Matt Lampson,,GK,1,1,90,6,2,4,4.0,0/0,0,1,0,0,0.0,33.3,2017,post,
1750,Tyler Miller,,GK,1,1,90,3,3,0,0.0,0/0,1,0,0,1,100.0,100.0,2017,post,
1751,Andrew Tarbell,,GK,1,1,90,8,3,5,5.0,0/0,0,1,0,0,0.0,37.5,2017,post,
1752,Andrew Dykstra,,GK,1,1,120,5,4,1,1.0,0/1,0,1,0,0,0.0,80.0,2017,post,
1753,Brad Guzan,,GK,1,1,120,5,4,0,0.0,0/0,0,0,1,1,0.0,80.0,2017,post,
1754,David Ousted,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1755,Jorge Rodrigo Bava,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1756,Kyle Reynish,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1757,Tim Melia,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1758,David Bingham,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1759,Jake Gleeson,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1760,Richard Sanchez,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1761,Eirik Johansen,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1762,Alexander Tambakis,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1763,Bryan Meredith,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1764,Kendall McIntosh,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1765,Ryan Meara,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1766,Clint Irwin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1767,Brad Stuver,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1768,Alec Kann,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1769,Mark Pais,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1770,Andre Rawls,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1771,Evan Louro,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1772,Stefan Cleveland,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1773,Logan Ketterer,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1774,Calle Brown,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1775,Adrian Zendejas,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1776,Spencer Richey,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1777,Matt Bersano,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2017,post,
1778,Jeff Attinella,,GK,6,6,570,28,19,9,1.5,1/1,3,2,1,1,50.0,67.9,2018,post,
1779,Brad Guzan,,GK,5,5,450,14,12,2,0.4,0/0,4,1,0,3,80.0,85.7,2018,post,
1780,Luis Robles,,GK,4,4,360,15,11,4,1.0,0/0,2,2,0,2,50.0,73.3,2018,post,
1781,Tim Melia,,GK,4,4,360,19,13,6,1.5,0/0,1,1,2,1,25.0,68.4,2018,post,
1782,Sean Johnson,,GK,3,3,270,10,5,5,1.67,1/1,1,2,0,0,33.3,50.0,2018,post,
1783,Nick Rimando,,GK,3,3,270,21,12,7,2.33,1/1,1,1,1,0,33.3,57.1,2018,post,
1784,Zack Steffen,,GK,3,3,300,9,4,5,1.67,0/0,1,1,1,1,33.3,44.4,2018,post,
1785,Stefan Frei,,GK,2,2,210,10,6,4,2.0,0/0,1,1,0,0,50.0,60.0,2018,post,
1786,Alex Horwath,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1787,Jon Kempin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1788,Jeff Caldwell,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1789,Calle Brown,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1790,Adrian Zendejas,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1791,Connor Sparrow,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1792,Andre Rawls,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1793,Evan Louro,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1794,Andrew Putna,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
1795,Zac Lubin,,GK,0,0,0,0,0,0,0.0,0/0,0,0,0,0,0.0,0.0,2018,post,
